barrier_sequence,sequence_length,reward_path_lengths,choice_points
"[frozenset({32, 34, 41, 44, 13, 46, 15, 25, 26}), frozenset({32, 34, 41, 13, 46, 15, 19, 25, 26})]",2,"[[19, 15, 17], [19, 17, 15]]","[{24}, {35}]"
"[frozenset({34, 39, 10, 12, 46, 21, 22, 27, 30})]",1,"[[23, 17, 19]]",[{24}]
"[frozenset({34, 37, 7, 39, 41, 14, 46, 16, 25})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({37, 10, 12, 44, 15, 18, 25, 27, 29}), frozenset({37, 8, 10, 44, 15, 18, 25, 27, 29})]",2,"[[17, 17, 21], [19, 15, 21]]","[{17}, {16}]"
"[frozenset({35, 40, 10, 11, 42, 15, 22, 25, 29}), frozenset({35, 7, 40, 10, 42, 15, 22, 25, 29})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({37, 40, 9, 10, 13, 15, 22, 25, 28})]",1,"[[17, 19, 15]]",[{36}]
"[frozenset({37, 7, 40, 17, 18, 20, 22, 23, 28})]",1,"[[21, 17, 15]]",[{29}]
"[frozenset({32, 34, 8, 45, 13, 46, 18, 19, 25})]",1,"[[19, 17, 15]]",[{35}]
"[frozenset({35, 37, 7, 10, 45, 18, 20, 28, 30})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({39, 13, 46, 19, 21, 22, 25, 27, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({32, 34, 8, 44, 12, 46, 26, 27, 30}), frozenset({32, 34, 8, 12, 44, 46, 21, 27, 30}), frozenset({32, 8, 12, 44, 46, 21, 24, 27, 30}), frozenset({32, 8, 44, 12, 46, 21, 27, 29, 30}), frozenset({32, 8, 44, 12, 46, 16, 21, 27, 29})]",5,"[[21, 15, 19], [17, 15, 19], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{24}, {24, 13, 31}, {31}, {13}, {31}]"
"[frozenset({36, 39, 8, 9, 15, 21, 27, 29, 30})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({36, 9, 42, 10, 12, 18, 25, 29, 31})]",1,"[[15, 17, 19]]",[{17}]
"[frozenset({32, 34, 8, 9, 41, 11, 46, 16, 21})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({37, 7, 9, 45, 18, 22, 25, 28, 29}), frozenset({37, 7, 9, 42, 45, 18, 25, 28, 29})]",2,"[[17, 19, 15], [15, 19, 17]]","[{36}, {26}]"
"[frozenset({35, 8, 9, 45, 20, 23, 26, 27, 31})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({34, 39, 8, 9, 42, 12, 17, 25, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({36, 37, 8, 9, 40, 17, 20, 23, 31})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({34, 41, 10, 9, 44, 15, 18, 25, 31}), frozenset({34, 41, 10, 11, 44, 15, 18, 25, 31}), frozenset({34, 41, 10, 11, 44, 15, 18, 20, 31})]",3,"[[15, 17, 19], [17, 15, 19], [17, 21, 19]]","[{17}, {16}, {21}]"
"[frozenset({36, 39, 8, 41, 9, 20, 21, 23, 27}), frozenset({36, 39, 8, 41, 9, 17, 20, 23, 27})]",2,"[[17, 17, 23], [23, 17, 17]]","[{13}, {29}]"
"[frozenset({32, 34, 41, 11, 15, 20, 21, 24, 29})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({37, 39, 10, 45, 14, 18, 19, 27, 30})]",1,"[[19, 15, 19]]","[{16, 20, 21}]"
"[frozenset({32, 37, 8, 40, 10, 44, 20, 24, 28})]",1,"[[19, 19, 15]]","[{36, 21, 30}]"
"[frozenset({36, 37, 39, 41, 10, 12, 18, 25, 30})]",1,"[[15, 17, 19]]",[{17}]
"[frozenset({9, 41, 11, 44, 45, 17, 20, 28, 31})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({39, 7, 9, 10, 42, 13, 20, 22, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({34, 37, 41, 11, 13, 19, 23, 25, 28})]",1,"[[21, 17, 17]]",[{35}]
"[frozenset({32, 35, 37, 39, 13, 14, 19, 27, 30})]",1,"[[19, 15, 19]]",[{20}]
"[frozenset({39, 7, 10, 46, 18, 21, 22, 23, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({32, 8, 9, 41, 12, 20, 21, 24, 29}), frozenset({32, 36, 8, 9, 41, 12, 21, 24, 29})]",2,"[[17, 21, 15], [17, 17, 23]]","[{31}, {13}]"
"[frozenset({34, 10, 46, 14, 15, 23, 25, 30, 31})]",1,"[[17, 17, 21]]",[{16}]
"[frozenset({32, 36, 40, 9, 11, 20, 21, 23, 28}), frozenset({32, 37, 40, 9, 11, 20, 21, 23, 28}), frozenset({32, 37, 40, 9, 11, 16, 20, 21, 28}), frozenset({32, 37, 40, 9, 11, 20, 21, 28, 31}), frozenset({32, 35, 37, 40, 9, 11, 20, 28, 31})]",5,"[[17, 17, 23], [19, 17, 15], [19, 21, 15], [21, 17, 15], [17, 17, 23]]","[{13}, {13, 36, 29}, {36}, {29}, {13}]"
"[frozenset({32, 37, 7, 40, 10, 18, 20, 23, 30})]",1,"[[17, 19, 23]]",[{17}]
"[frozenset({36, 39, 9, 42, 11, 15, 21, 24, 27}), frozenset({39, 9, 42, 11, 15, 21, 24, 27, 30})]",2,"[[17, 17, 23], [17, 23, 17]]","[{13}, {31}]"
"[frozenset({34, 7, 45, 14, 17, 20, 27, 28, 31})]",1,"[[21, 19, 15]]",[{35}]
"[frozenset({35, 37, 39, 10, 11, 18, 19, 23, 25}), frozenset({35, 37, 39, 7, 10, 18, 19, 23, 25})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({34, 39, 10, 46, 15, 18, 21, 26, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({34, 37, 9, 42, 14, 17, 20, 23, 31})]",1,"[[23, 19, 17]]",[{35}]
"[frozenset({8, 42, 12, 45, 15, 21, 27, 29, 30})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({34, 8, 13, 45, 15, 19, 25, 26, 31}), frozenset({34, 39, 8, 13, 45, 15, 25, 26, 31})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({39, 44, 13, 46, 18, 19, 25, 26, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({32, 41, 9, 11, 46, 21, 23, 25, 29}), frozenset({32, 36, 9, 41, 11, 46, 21, 23, 29})]",2,"[[17, 21, 15], [17, 17, 23]]","[{31}, {13}]"
"[frozenset({32, 34, 8, 45, 46, 15, 16, 21, 28})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({39, 10, 11, 42, 19, 20, 22, 23, 30}), frozenset({39, 10, 11, 42, 19, 22, 23, 26, 30})]",2,"[[17, 23, 17], [21, 15, 17]]","[{31}, {29}]"
"[frozenset({39, 42, 11, 13, 15, 18, 19, 26, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({32, 35, 40, 9, 11, 20, 26, 27, 28})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({34, 10, 45, 15, 18, 25, 27, 28, 31}), frozenset({34, 40, 10, 45, 15, 18, 25, 27, 31})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({34, 37, 7, 40, 9, 42, 14, 16, 25}), frozenset({32, 34, 37, 7, 40, 9, 14, 16, 25})]",2,"[[15, 21, 19], [17, 21, 17]]","[{26}, {36}]"
"[frozenset({10, 42, 44, 19, 22, 23, 24, 27, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({9, 42, 44, 17, 18, 20, 22, 28, 30}), frozenset({9, 10, 42, 44, 18, 20, 22, 28, 30}), frozenset({35, 9, 10, 42, 44, 20, 22, 28, 30}), frozenset({9, 42, 10, 44, 16, 20, 22, 28, 30}), frozenset({9, 10, 42, 44, 16, 22, 26, 28, 30})]",5,"[[23, 17, 17], [15, 19, 17], [15, 19, 21], [15, 21, 17], [23, 17, 17]]","[{29}, {17, 29, 31}, {17}, {31}, {29}]"
"[frozenset({35, 37, 39, 8, 10, 19, 22, 25, 27}), frozenset({35, 37, 39, 9, 10, 19, 22, 25, 27})]",2,"[[19, 15, 21], [17, 17, 21]]","[{16}, {17}]"
"[frozenset({37, 7, 41, 11, 46, 18, 20, 28, 30})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({35, 37, 40, 9, 10, 20, 22, 25, 28}), frozenset({37, 40, 9, 10, 20, 22, 25, 26, 28}), frozenset({37, 40, 9, 10, 18, 20, 22, 25, 28}), frozenset({37, 40, 9, 10, 42, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 10, 18, 20, 28, 30}), frozenset({37, 40, 9, 42, 10, 18, 20, 21, 28})]",6,"[[17, 19, 23], [23, 19, 15], [17, 19, 15], [15, 19, 17], [15, 19, 21], [25, 19, 17]]","[{17}, {29}, {17, 36, 29}, {17, 26, 29}, {17}, {29}]"
"[frozenset({34, 9, 45, 14, 17, 20, 27, 28, 31})]",1,"[[21, 19, 15]]",[{35}]
"[frozenset({34, 8, 42, 11, 12, 44, 26, 27, 30}), frozenset({34, 8, 42, 11, 12, 44, 21, 27, 30}), frozenset({8, 42, 11, 12, 44, 21, 24, 27, 30}), frozenset({8, 42, 11, 12, 44, 21, 27, 29, 30}), frozenset({8, 42, 11, 12, 44, 16, 21, 27, 29})]",5,"[[21, 15, 19], [17, 15, 19], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{24}, {24, 13, 31}, {31}, {13}, {31}]"
"[frozenset({34, 36, 7, 9, 10, 42, 12, 18, 25})]",1,"[[15, 17, 19]]",[{17}]
"[frozenset({37, 7, 9, 44, 46, 17, 18, 20, 28})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({34, 37, 7, 45, 13, 16, 18, 22, 25}), frozenset({34, 37, 7, 42, 45, 13, 16, 18, 25})]",2,"[[17, 19, 15], [15, 19, 17]]","[{36}, {26}]"
"[frozenset({34, 37, 7, 41, 18, 19, 20, 23, 25}), frozenset({34, 37, 7, 41, 18, 20, 21, 23, 25})]",2,"[[15, 19, 17], [23, 19, 17]]","[{26}, {35}]"
"[frozenset({37, 40, 41, 10, 45, 18, 24, 25, 28}), frozenset({32, 37, 40, 10, 45, 18, 24, 25, 28})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({36, 39, 9, 41, 11, 15, 21, 24, 27})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({35, 37, 7, 41, 11, 46, 14, 20, 28})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({32, 36, 41, 10, 11, 45, 21, 24, 28})]",1,"[[19, 17, 23]]",[{16}]
"[frozenset({7, 42, 44, 14, 18, 20, 26, 28, 30}), frozenset({37, 7, 42, 44, 14, 18, 20, 28, 30}), frozenset({37, 7, 42, 44, 14, 16, 20, 28, 30}), frozenset({37, 7, 42, 44, 14, 20, 28, 30, 31}), frozenset({37, 7, 42, 44, 14, 17, 20, 28, 31})]",5,"[[23, 17, 17], [15, 17, 19], [15, 21, 19], [15, 17, 21], [23, 17, 17]]","[{29}, {26, 13, 29}, {26}, {13}, {29}]"
"[frozenset({34, 37, 42, 13, 45, 14, 18, 19, 25}), frozenset({34, 37, 7, 42, 13, 45, 18, 19, 25}), frozenset({34, 37, 7, 13, 45, 18, 19, 25, 27}), frozenset({34, 37, 11, 45, 13, 18, 19, 25, 27}), frozenset({34, 37, 11, 45, 13, 18, 19, 27, 30}), frozenset({34, 37, 9, 45, 13, 18, 19, 27, 30})]",6,"[[21, 17, 17], [15, 19, 17], [17, 19, 15], [19, 17, 15], [19, 17, 21], [17, 19, 21]]","[{35}, {26}, {36}, {35}, {20}, {21}]"
"[frozenset({37, 7, 40, 11, 44, 14, 20, 21, 28}), frozenset({37, 7, 40, 11, 44, 14, 20, 28, 30})]",2,"[[21, 17, 15], [15, 17, 21]]","[{29}, {13}]"
"[frozenset({32, 34, 10, 44, 45, 13, 14, 15, 25}), frozenset({32, 34, 10, 45, 14, 13, 15, 19, 25})]",2,"[[19, 15, 17], [19, 17, 15]]","[{24}, {35}]"
"[frozenset({36, 41, 9, 11, 21, 24, 27, 28, 29})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({39, 10, 13, 46, 18, 19, 21, 23, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({35, 10, 11, 42, 45, 15, 22, 25, 29}), frozenset({35, 7, 10, 42, 45, 15, 22, 25, 29})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({37, 9, 42, 44, 14, 17, 20, 23, 28})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({37, 9, 10, 44, 45, 20, 22, 25, 28}), frozenset({37, 9, 10, 44, 45, 20, 22, 28, 30}), frozenset({37, 9, 10, 44, 45, 20, 21, 22, 28})]",3,"[[17, 19, 15], [17, 19, 23], [23, 19, 15]]","[{17, 36, 29}, {17}, {29}]"
"[frozenset({34, 37, 41, 10, 14, 15, 17, 19, 25}), frozenset({34, 37, 41, 10, 14, 15, 19, 25, 31}), frozenset({34, 37, 41, 10, 14, 15, 19, 25, 29}), frozenset({34, 37, 41, 10, 44, 14, 15, 25, 29}), frozenset({34, 37, 41, 10, 44, 14, 15, 17, 25}), frozenset({34, 37, 41, 10, 44, 14, 15, 20, 25})]",6,"[[21, 17, 17], [17, 17, 21], [17, 21, 17], [17, 15, 19], [21, 15, 19], [17, 23, 19]]","[{35}, {16}, {26}, {16}, {24}, {26}]"
"[frozenset({32, 34, 39, 8, 41, 44, 15, 16, 21})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({40, 9, 44, 45, 18, 20, 21, 28, 31})]",1,"[[21, 17, 15]]",[{29}]
"[frozenset({34, 8, 45, 19, 22, 25, 26, 27, 31})]",1,"[[19, 17, 15]]",[{35}]
"[frozenset({39, 8, 12, 46, 20, 21, 25, 27, 30}), frozenset({34, 39, 8, 12, 46, 21, 25, 27, 30}), frozenset({34, 39, 8, 12, 46, 18, 21, 27, 30}), frozenset({34, 35, 39, 8, 12, 46, 21, 27, 30}), frozenset({34, 35, 39, 8, 12, 46, 16, 21, 27})]",5,"[[17, 23, 17], [17, 15, 19], [21, 15, 19], [17, 15, 21], [17, 23, 17]]","[{31}, {24, 13, 31}, {24}, {13}, {31}]"
"[frozenset({39, 10, 14, 15, 46, 17, 19, 26, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({36, 37, 10, 44, 14, 15, 25, 29, 31})]",1,"[[17, 15, 19]]",[{16}]
"[frozenset({11, 44, 46, 15, 20, 21, 25, 27, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({34, 37, 8, 40, 10, 45, 15, 25, 27}), frozenset({34, 37, 8, 10, 45, 15, 24, 25, 27}), frozenset({34, 35, 37, 8, 10, 45, 15, 25, 27}), frozenset({34, 37, 8, 10, 45, 15, 19, 25, 27}), frozenset({34, 37, 8, 10, 45, 19, 25, 27, 30})]",5,"[[19, 15, 17], [19, 21, 15], [19, 15, 21], [19, 17, 15], [19, 17, 23]]","[{16, 24, 36}, {36}, {16}, {16, 35, 36}, {16}]"
"[frozenset({34, 37, 10, 11, 42, 45, 13, 19, 25})]",1,"[[21, 17, 17]]",[{35}]
"[frozenset({39, 10, 11, 42, 21, 23, 24, 27, 30}), frozenset({39, 10, 11, 42, 19, 21, 23, 27, 30}), frozenset({39, 10, 11, 42, 45, 19, 21, 27, 30}), frozenset({39, 10, 11, 42, 17, 19, 21, 27, 30}), frozenset({39, 10, 11, 42, 17, 19, 24, 27, 30})]",5,"[[19, 25, 17], [19, 15, 17], [19, 15, 21], [21, 15, 17], [17, 23, 17]]","[{31}, {16, 29, 31}, {16}, {29}, {31}]"
"[frozenset({32, 34, 10, 45, 13, 19, 25, 27, 31})]",1,"[[19, 17, 15]]",[{35}]
"[frozenset({7, 39, 42, 46, 14, 20, 23, 25, 31}), frozenset({7, 39, 42, 14, 46, 17, 20, 23, 31})]",2,"[[15, 17, 21], [23, 17, 17]]","[{13}, {29}]"
"[frozenset({34, 36, 7, 41, 14, 17, 18, 20, 23})]",1,"[[23, 19, 17]]",[{35}]
"[frozenset({32, 39, 12, 46, 15, 16, 23, 26, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({32, 34, 37, 7, 39, 11, 16, 21, 29})]",1,"[[19, 23, 17]]",[{36}]
"[frozenset({39, 10, 42, 13, 16, 19, 26, 27, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({34, 37, 7, 10, 45, 19, 22, 25, 29}), frozenset({34, 37, 7, 10, 45, 19, 22, 25, 26}), frozenset({34, 37, 7, 10, 45, 19, 22, 25, 30}), frozenset({34, 37, 10, 11, 45, 19, 22, 25, 30}), frozenset({34, 37, 8, 10, 11, 45, 19, 22, 25}), frozenset({34, 37, 10, 11, 45, 19, 20, 22, 25})]",6,"[[17, 19, 15], [21, 19, 15], [17, 19, 23], [19, 17, 23], [19, 17, 15], [19, 21, 15]]","[{36}, {35}, {17}, {16}, {16, 35, 36}, {36}]"
"[frozenset({32, 36, 8, 10, 46, 21, 27, 28, 29})]",1,"[[19, 17, 23]]",[{16}]
"[frozenset({34, 37, 40, 10, 11, 46, 15, 17, 25}), frozenset({34, 37, 40, 10, 11, 46, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 46, 15, 18, 25}), frozenset({34, 37, 7, 40, 13, 46, 15, 18, 25}), frozenset({32, 34, 37, 7, 40, 13, 15, 18, 25}), frozenset({32, 34, 37, 40, 13, 14, 15, 18, 25})]",6,"[[21, 15, 19], [17, 15, 19], [15, 17, 19], [15, 21, 19], [17, 21, 17], [19, 15, 17]]","[{24}, {16, 24, 26}, {24, 17, 26}, {26}, {36}, {24}]"
"[frozenset({37, 10, 45, 14, 18, 25, 27, 28, 29}), frozenset({37, 10, 42, 45, 14, 18, 25, 28, 29})]",2,"[[19, 21, 15], [17, 21, 17]]","[{36}, {26}]"
"[frozenset({36, 41, 10, 11, 46, 15, 21, 24, 27})]",1,"[[19, 17, 23]]",[{16}]
"[frozenset({32, 34, 41, 11, 12, 46, 16, 21, 27})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({42, 44, 13, 46, 15, 16, 22, 25, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({39, 8, 10, 13, 46, 22, 23, 24, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({39, 10, 11, 13, 46, 19, 25, 26, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({35, 9, 11, 44, 20, 21, 23, 25, 27})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({32, 35, 37, 7, 11, 45, 14, 20, 23})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({37, 9, 42, 11, 44, 14, 20, 21, 28})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({34, 37, 7, 41, 9, 14, 20, 23, 30}), frozenset({34, 37, 7, 9, 41, 14, 17, 20, 23}), frozenset({34, 37, 7, 9, 41, 14, 20, 23, 25})]",3,"[[15, 19, 23], [23, 19, 17], [15, 19, 17]]","[{13}, {35}, {26, 35, 13}]"
"[frozenset({34, 37, 39, 10, 11, 45, 15, 20, 22})]",1,"[[19, 21, 17]]","[{36, 21, 30}]"
"[frozenset({34, 39, 8, 42, 15, 21, 22, 26, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({9, 44, 46, 17, 18, 19, 22, 24, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({34, 37, 39, 42, 11, 13, 15, 21, 25})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({39, 8, 11, 12, 45, 21, 25, 27, 29})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({40, 9, 42, 11, 46, 17, 20, 23, 31})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({35, 37, 39, 8, 15, 16, 21, 23, 27})]",1,"[[19, 23, 17]]",[{36}]
"[frozenset({37, 42, 10, 44, 14, 17, 24, 28, 30})]",1,"[[17, 23, 19]]",[{26}]
"[frozenset({34, 36, 10, 11, 42, 14, 15, 19, 25})]",1,"[[17, 17, 21]]",[{16}]
"[frozenset({32, 34, 7, 39, 9, 11, 46, 16, 21})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({7, 40, 44, 14, 17, 20, 25, 28, 31}), frozenset({36, 7, 40, 44, 14, 20, 25, 28, 31}), frozenset({36, 7, 40, 44, 14, 17, 20, 28, 31})]",3,"[[21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({32, 36, 9, 11, 44, 45, 19, 21, 24})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({35, 36, 9, 10, 42, 18, 20, 23, 30})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({32, 34, 36, 7, 45, 14, 17, 20, 23})]",1,"[[23, 19, 17]]",[{35}]
"[frozenset({32, 37, 9, 11, 45, 16, 21, 25, 29})]",1,"[[19, 21, 15]]",[{36}]
"[frozenset({32, 37, 7, 11, 44, 16, 21, 27, 29})]",1,"[[19, 23, 17]]",[{36}]
"[frozenset({32, 34, 41, 10, 12, 46, 18, 21, 24})]",1,"[[19, 19, 15]]",[{30}]
"[frozenset({34, 36, 8, 9, 12, 46, 21, 27, 28})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({35, 37, 8, 9, 45, 18, 20, 23, 26})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({35, 7, 40, 44, 46, 14, 20, 28, 31}), frozenset({7, 40, 44, 46, 14, 17, 20, 28, 31})]",2,"[[15, 17, 21], [23, 17, 17]]","[{13}, {29}]"
"[frozenset({34, 37, 9, 42, 13, 45, 18, 25, 29}), frozenset({34, 37, 9, 45, 13, 18, 25, 27, 29})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({34, 37, 40, 10, 12, 18, 20, 25, 27}), frozenset({34, 35, 37, 40, 10, 12, 18, 25, 27}), frozenset({34, 37, 40, 10, 12, 18, 25, 27, 31}), frozenset({34, 37, 40, 10, 42, 12, 18, 25, 31}), frozenset({34, 37, 40, 10, 42, 12, 18, 21, 25}), frozenset({34, 37, 40, 10, 42, 12, 18, 20, 25})]",6,"[[17, 21, 17], [17, 17, 21], [21, 17, 17], [15, 17, 19], [23, 17, 19], [15, 21, 19]]","[{36}, {17}, {24}, {17}, {24}, {26}]"
"[frozenset({7, 39, 11, 46, 17, 20, 23, 25, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({34, 37, 9, 41, 14, 17, 18, 20, 28})]",1,"[[23, 19, 17]]",[{35}]
"[frozenset({32, 34, 39, 41, 11, 12, 15, 20, 21})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({35, 9, 44, 46, 14, 18, 20, 26, 28}), frozenset({9, 44, 46, 14, 18, 20, 26, 28, 30})]",2,"[[17, 17, 23], [23, 17, 17]]","[{13}, {29}]"
"[frozenset({37, 7, 42, 44, 46, 14, 16, 24, 30})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({32, 34, 41, 9, 11, 46, 16, 20, 21})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({37, 41, 13, 46, 18, 24, 25, 28, 29})]",1,"[[15, 19, 17]]",[{26}]
"[frozenset({36, 37, 40, 9, 10, 18, 20, 23, 25})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({37, 39, 10, 46, 15, 16, 18, 24, 30})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({34, 37, 41, 10, 9, 12, 44, 18, 21}), frozenset({34, 37, 41, 10, 9, 12, 18, 21, 24}), frozenset({34, 37, 9, 10, 41, 12, 18, 24, 25}), frozenset({34, 37, 9, 10, 41, 12, 18, 25, 30})]",4,"[[21, 17, 19], [21, 19, 17], [15, 19, 17], [15, 17, 19]]","[{24, 20, 30}, {30}, {26}, {17}]"
"[frozenset({32, 34, 8, 9, 45, 19, 23, 25, 26})]",1,"[[19, 17, 15]]",[{35}]
"[frozenset({32, 37, 7, 44, 45, 16, 18, 25, 28}), frozenset({37, 7, 44, 45, 46, 16, 18, 25, 28})]",2,"[[17, 19, 15], [15, 19, 17]]","[{36}, {26}]"
"[frozenset({7, 40, 14, 17, 18, 20, 23, 28, 31}), frozenset({7, 40, 14, 18, 20, 23, 28, 30, 31})]",2,"[[21, 17, 15], [15, 17, 21]]","[{29}, {13}]"
"[frozenset({32, 8, 44, 46, 15, 16, 21, 27, 29})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({35, 7, 40, 39, 44, 14, 20, 23, 31})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({34, 39, 8, 11, 12, 21, 25, 27, 29})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({32, 37, 39, 8, 10, 15, 25, 27, 29})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({37, 7, 40, 10, 46, 15, 18, 25, 29}), frozenset({37, 7, 40, 10, 46, 15, 18, 21, 29})]",2,"[[15, 17, 19], [21, 17, 19]]","[{17}, {20}]"
"[frozenset({34, 8, 42, 44, 13, 15, 22, 25, 30}), frozenset({34, 8, 10, 42, 44, 15, 22, 25, 30}), frozenset({8, 10, 42, 44, 15, 20, 22, 25, 30}), frozenset({34, 10, 42, 44, 15, 20, 22, 25, 30}), frozenset({34, 10, 42, 12, 44, 15, 22, 25, 30}), frozenset({34, 10, 42, 12, 44, 21, 22, 25, 30})]",6,"[[21, 15, 19], [17, 15, 19], [17, 23, 17], [15, 23, 19], [15, 17, 19], [23, 17, 19]]","[{24}, {16, 24, 31}, {31}, {31}, {24, 17, 31}, {24}]"
"[frozenset({42, 44, 12, 14, 17, 18, 24, 27, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({42, 44, 13, 15, 16, 22, 26, 28, 30}), frozenset({42, 44, 13, 15, 16, 20, 22, 28, 30})]",2,"[[23, 17, 17], [15, 21, 17]]","[{29}, {31}]"
"[frozenset({37, 42, 44, 14, 17, 18, 19, 24, 30})]",1,"[[17, 23, 19]]",[{26}]
"[frozenset({35, 9, 41, 11, 12, 16, 21, 23, 27})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({7, 42, 44, 13, 16, 20, 22, 23, 30}), frozenset({7, 42, 44, 13, 16, 22, 23, 26, 30})]",2,"[[15, 21, 17], [23, 17, 17]]","[{31}, {29}]"
"[frozenset({10, 42, 44, 15, 19, 20, 22, 27, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({7, 9, 41, 14, 46, 20, 25, 28, 31})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({35, 37, 40, 9, 10, 18, 20, 28, 31}), frozenset({37, 40, 9, 10, 18, 20, 21, 28, 31})]",2,"[[15, 19, 21], [23, 19, 15]]","[{17}, {29}]"
"[frozenset({34, 37, 8, 45, 13, 15, 23, 25, 31}), frozenset({34, 37, 8, 40, 45, 13, 15, 25, 31})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({37, 39, 8, 9, 46, 17, 20, 23, 30}), frozenset({37, 39, 8, 9, 46, 17, 23, 24, 30})]",2,"[[25, 17, 19], [17, 23, 19]]","[{29}, {26}]"
"[frozenset({42, 12, 44, 15, 17, 18, 22, 24, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({34, 35, 36, 8, 9, 44, 15, 21, 27})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({7, 40, 9, 17, 20, 22, 23, 28, 31})]",1,"[[21, 17, 15]]",[{29}]
